plot,month,year,species,cover,height,phenology,remarks
F6P4,October,2019,Erodium cicutarium,r,1,s,
F6P4,October,2019,Euphorbia cyparissias,r,3,v,
F6P4,October,2019,Gagea pusilla,+,3,v,
F6P4,October,2019,Lamium amplexicaule,+,1,s,
F6P4,October,2019,Lepidium campestre,+,1,v,
F6P4,October,2019,Ranunculus illyricus,+,1,s,
F6P4,October,2019,Sedum album,1,2,v,
F6P4,October,2019,Teucrium chamaedrys,2a,8,v,
F6P4,October,2019,Veronica sublobata,+,1,s,
F6P5,October,2019,Achillea collina,+,1,v,
F6P5,October,2019,Acinos arvensis,+,1,s,
F6P5,October,2019,Arenaria serpyllifolia,+,1,s,
F6P5,October,2019,Centaurea stoebe,1,2,v,
F6P5,October,2019,Echium vulgare,2a,7,v,0
F6P5,October,2019,Erodium cicutarium,+,1,s,
F6P5,October,2019,Festuca valesiaca,+,5,v,
F6P5,October,2019,Gagea pusilla,+,4,v,
F6P5,October,2019,Hesperis tristis ,+,1,v,
F6P5,October,2019,Inula oculus-christi,+,1,v,
F6P5,October,2019,Lamium amplexicaule,+,1,v,
F6P5,October,2019,Lepidium campestre,+,1,v,
F6P5,October,2019,Medicago minima,+,1,v,
F6P5,October,2019,Potentilla incana,+,2,v,
F6P5,October,2019,Sedum album,1,4,v,
F6P5,October,2019,Teucrium chamaedrys,2a,9,v,
F6P5,October,2019,Veronica sublobata,+,1,s,
F6P6,October,2019,Arenaria serpyllifolia,+,1,s,
F6P6,October,2019,Echium vulgare,2b,8,v,0
F6P6,October,2019,Geranium pusillum,r,1,s,
F6P6,October,2019,Lamium amplexicaule,+,1,s,
F6P6,October,2019,Medicago minima,+,1,s,
F6P6,October,2019,Potentilla incana,+,1,v,
F6P6,October,2019,Ranunculus illyricus,+,1,s,
F6P6,October,2019,Sedum album,1,2,v,
F6P6,October,2019,Teucrium chamaedrys,1,7,v,
F6P6,October,2019,Verbascum lychnitis,+,1,v,
F6P6,October,2019,Veronica sublobata,+,1,s,
F7P1,October,2019,Arenaria serpyllifolia,+,1,s,
F7P1,October,2019,Arrhenatherum elatius,+,7,v,
F7P1,October,2019,Echium vulgare,+,1,v,
F7P1,October,2019,Erodium cicutarium,r,1,s,
F7P1,October,2019,Lepidium campestre,+,1,v,
F7P1,October,2019,Medicago minima,+,1,v,
F7P1,October,2019,Melica ciliata,+,1,v,
F7P1,October,2019,Sedum album,r,1,v,
F7P1,October,2019,Teucrium chamaedrys,2b,15,v,
F7P1,October,2019,Veronica sublobata,r,1,v,
F7P2,October,2019,Acinos arvensis,+,1,s,
F7P2,October,2019,Allium flavum,r,3,v,
F7P2,October,2019,Bromus japonicus,+,6,v,
F7P2,October,2019,Dianthus pontederae,+,3,v,
F7P2,October,2019,Echium vulgare,2a,3,v,
F7P2,October,2019,Erodium cicutarium,+,1,v,
F7P2,October,2019,Gagea pusilla,+,6,v,
F7P2,October,2019,Lamium amplexicaule,+,1,s,
F7P2,October,2019,Lepidium campestre,+,1,v,
F7P2,October,2019,Medicago minima,r,1,s,
F7P2,October,2019,Melica ciliata,+,4,v,
F7P2,October,2019,Sedum album,1,3,v,
F7P2,October,2019,Teucrium chamaedrys,2a,12,fr,
F7P2,October,2019,Veronica sublobata,+,1,s,
F7P3,October,2019,Acinos arvensis,r,1,v,
F7P3,October,2019,Arenaria serpyllifolia,+,1,s,
F7P3,October,2019,Arrhenatherum elatius,+,3,v,
F7P3,October,2019,Buglossoides incrassata,+,3,v,0
F7P3,October,2019,Echium vulgare,2a,3,v,0
F7P3,October,2019,Gagea pusilla,+,3,v,
F7P3,October,2019,Hesperis tristis ,+,2,v,
F7P3,October,2019,Lamium amplexicaule,+,1,s,
F7P3,October,2019,Lepidium campestre,+,1,v,
F7P3,October,2019,Melica ciliata,+,1,v,
F7P3,October,2019,Potentilla incana,2b,3,v,
F7P3,October,2019,Ranunculus illyricus,r,1,s,
F7P3,October,2019,Teucrium chamaedrys,2a,10,v,
F7P3,October,2019,Veronica sublobata,1,1,v,
F7P4,October,2019,Arenaria serpyllifolia,+,1,v,
F7P4,October,2019,Arrhenatherum elatius,2a,10,v,
F7P4,October,2019,Bromus japonicus,+,5,v,
F7P4,October,2019,Convolvulus arvensis,r,3,v,
F7P4,October,2019,Echium vulgare,+,1,v,0
F7P4,October,2019,Erodium cicutarium,+,1,s,
F7P4,October,2019,Geranium pusillum,r,1,v,
F7P4,October,2019,Lamium amplexicaule,+,1,v,
F7P4,October,2019,Lepidium campestre,+,1,v,
F7P4,October,2019,Medicago minima,+,1,v,
F7P4,October,2019,Ranunculus illyricus,+,1,s,
F7P4,October,2019,Teucrium chamaedrys,3,10,fr,
F7P4,October,2019,Valerianella locusta ,+,2,v,
F7P4,October,2019,Veronica sublobata,+,2,v,
F7P5,October,2019,Allium flavum,+,3,v,
F7P5,October,2019,Alyssum montanum subsp. gmelinii,+,5,fr,
F7P5,October,2019,Dianthus pontederae,+,2,v,
F7P5,October,2019,Gagea pusilla,r,2,v,
F7P5,October,2019,Galium glaucum,r,6,v,
F7P5,October,2019,Lepidium campestre,+,1,v,
F7P5,October,2019,Medicago minima,+,1,s,
F7P5,October,2019,Potentilla incana,2a,3,v,
F7P5,October,2019,Ranunculus illyricus,+,2,s,
F7P5,October,2019,Sedum album,1,2,v,
F7P5,October,2019,Teucrium chamaedrys,+,8,v,
F7P5,October,2019,Veronica sublobata,+,1,s,
F7P6,October,2019,Acinos arvensis,+,1,v,
F7P6,October,2019,Arenaria serpyllifolia,+,1,s,
F7P6,October,2019,Arrhenatherum elatius,1,9,v,
F7P6,October,2019,Echium vulgare,2a,5,v,0
F7P6,October,2019,Lepidium campestre,+,1,v,
F7P6,October,2019,Microthlaspi perfoliatum,+,1,v,
F7P6,October,2019,Ranunculus illyricus,+,3,s,
F7P6,October,2019,Sedum album,1,2,v,
F7P6,October,2019,Teucrium chamaedrys,2a,8,v,
F7P6,October,2019,Veronica sublobata,+,1,s,
F1P1,November,2019,Acinos arvensis,+,8,v,
F1P1,November,2019,Echium vulgare,2a,7,v,0
F1P1,November,2019,Festuca valesiaca,1,13,v,
F1P1,November,2019,Medicago minima,+,2,v,
F1P1,November,2019,Potentilla incana,1,5,v,
F1P1,November,2019,Teucrium chamaedrys,+,6,v,
F1P1,November,2019,Trifolium arvense,+,15,fr,
F1P1,November,2019,Veronica sublobata,+,1,s,
F1P2,November,2019,Alyssum alyssoides,+,1,v,
F1P2,November,2019,Arenaria serpyllifolia,+,1,v,
F1P2,November,2019,Arrhenatherum elatius,+,10,v,
F1P2,November,2019,Artemisia absinthium,2b,15,v,
F1P2,November,2019,Echium vulgare,2a,10,fr,0
F1P2,November,2019,Festuca valesiaca,1,7,v,
F1P2,November,2019,Gagea pusilla,r,7,v,
F1P2,November,2019,Geranium pusillum,+,1,s,
F1P2,November,2019,Lamium amplexicaule,+,1,v,
F1P2,November,2019,Ranunculus illyricus,r,1,s,
F1P2,November,2019,Teucrium chamaedrys,2b,7,v,
F1P2,November,2019,Verbascum lychnitis,+,2,v,
F1P2,November,2019,Veronica sublobata,+,2,s,
F1P3,November,2019,Acinos arvensis,+,1,v,
F1P3,November,2019,Alyssum alyssoides,+,1,v,
F1P3,November,2019,Arenaria serpyllifolia,+,1,v,
F1P3,November,2019,Arrhenatherum elatius,+,10,v,
F1P3,November,2019,Carex praecox,+,8,v,
F1P3,November,2019,Echium vulgare,1,1,v,0
F1P3,November,2019,Elymus hispidus,1,7,v,
F1P3,November,2019,Festuca valesiaca,+,6,v,
F1P3,November,2019,Geranium pusillum,+,1,s,
F1P3,November,2019,Lamium amplexicaule,+,1,v,
F1P3,November,2019,Teucrium chamaedrys,2b,15,v,
F1P3,November,2019,Veronica sublobata,+,1,s,
F1P4,November,2019,Anthriscus cerefolium,+,2,s,
F1P4,November,2019,Arenaria serpyllifolia,r,1,s,
F1P4,November,2019,Arrhenatherum elatius,2a,10,v,
F1P4,November,2019,Carex praecox,+,6,v,
F1P4,November,2019,Carex supina,+,8,v,(sect 4)
F1P4,November,2019,Echium vulgare,+,2,v,0
F1P4,November,2019,Elymus hispidus,+,10,v,
F1P4,November,2019,Geranium pusillum,r,1,s,
F1P4,November,2019,Teucrium chamaedrys,2a,15,v,
F1P4,November,2019,Veronica sublobata,+,2,s,
F1P5,November,2019,Alyssum alyssoides,r,1,s,
F1P5,November,2019,Anthriscus cerefolium,r,2,s,
F1P5,November,2019,Arenaria serpyllifolia,+,1,s,
F1P5,November,2019,Arrhenatherum elatius,+,10,v,
F1P5,November,2019,Artemisia campestris,1,10,v,
F1P5,November,2019,Carex praecox,+,7,v,
F1P5,November,2019,Carex supina,+,10,v,
F1P5,November,2019,Echium vulgare,1,4,v,0
F1P5,November,2019,Elymus hispidus,+,9,v,
F1P5,November,2019,Geranium pusillum,+,1,v,
F1P5,November,2019,Lamium amplexicaule,1,2,v,
F1P5,November,2019,Lepidium campestre,r,1,v,
F1P5,November,2019,Medicago minima,+,1,s,
F1P5,November,2019,Phleum phleoides,1,13,v,
F1P5,November,2019,Ranunculus illyricus,+,1,v,
F1P5,November,2019,Teucrium chamaedrys,2b,7,v,
F1P5,November,2019,Veronica sublobata,+,2,v,
F1P6,November,2019,Acinos arvensis,+,2,v,
F1P6,November,2019,Arenaria serpyllifolia,+,1,s,
F1P6,November,2019,Artemisia absinthium,2a,17,post fr,
F1P6,November,2019,Carex praecox,+,10,v,
F1P6,November,2019,Echium vulgare,1,3,v,0
F1P6,November,2019,Gagea pusilla,+,3,v,
F1P6,November,2019,Geranium pusillum,+,2,v,
F1P6,November,2019,Lamium amplexicaule,1,2,v,
F1P6,November,2019,Medicago minima,+,1,s,
F1P6,November,2019,Ranunculus illyricus,+,3,v,
F1P6,November,2019,Teucrium chamaedrys,2a,6,v,
F1P6,November,2019,Veronica praecox,+,1,s,
F1P6,November,2019,Veronica sublobata,+,2,v,
F2P1,November,2019,Acinos arvensis,+,1,v,
F2P1,November,2019,Alyssum alyssoides,+,2,s,
F2P1,November,2019,Arenaria serpyllifolia,+,1,s,
F2P1,November,2019,Bromus japonicus,+,6,v,
F2P1,November,2019,Echium vulgare,+,3,v,0
F2P1,November,2019,Erodium cicutarium,+,4,v,
F2P1,November,2019,Lamium amplexicaule,1,2,v,
F2P1,November,2019,Lotus corniculatus,+,4,v,
F2P1,November,2019,Melica ciliata,1,12,v,
F2P1,November,2019,Phleum phleoides,+,2,v,
F2P1,November,2019,Potentilla incana,2a,4,v,
F2P1,November,2019,Sedum album,1,4,v,
F2P1,November,2019,Teucrium chamaedrys,1,8,v,
F2P1,November,2019,Veronica praecox,+,1,s,
F2P1,November,2019,Veronica sublobata,1,2,v,
F2P2,November,2019,Alyssum alyssoides,1,1,v,
F2P2,November,2019,Arenaria serpyllifolia,+,1,v,
F2P2,November,2019,Boraginaceae,+,1,v,
F2P2,November,2019,Bromus japonicus,r,3,v,
F2P2,November,2019,Echium vulgare,+,2,v,0
F2P2,November,2019,Festuca valesiaca,+,3,v,
F2P2,November,2019,Lamium amplexicaule,1,1,v,
F2P2,November,2019,Phleum phleoides,1,5,v,
F2P2,November,2019,Teucrium chamaedrys,3,10,v,
F2P2,November,2019,Verbascum lychnitis,1,3,v,
F2P2,November,2019,Veronica sublobata,+,1,s,
F2P3,November,2019,Alyssum alyssoides,1,1,v,
F2P3,November,2019,Artemisia absinthium,2a,8,v,
F2P3,November,2019,Bromus tectorum,+,5,v,orange are the once secondary added
F2P3,November,2019,Camelina microcarpa,r,1,v,
F2P3,November,2019,Carex praecox,+,2,v,
F2P3,November,2019,Festuca valesiaca,2a,10,v,
F2P3,November,2019,Geranium pusillum,r,1,s,
F2P3,November,2019,Lamium amplexicaule,1,2,v,
F2P3,November,2019,Lepidium campestre,r,1,v,
F2P3,November,2019,Phleum phleoides,+,2,v,
F2P3,November,2019,Teucrium chamaedrys,2a,12,v,
F2P3,November,2019,Veronica praecox,r,1,v,
F2P3,November,2019,Veronica sublobata,+,1,s,
F2P4,November,2019,Acinos arvensis,+,1,v,
F2P4,November,2019,Arenaria serpyllifolia,+,1,v,
F2P4,November,2019,Bromus tectorum,+,3,v,merged wth japonicus of october
F2P4,November,2019,Carex supina,1,7,v,
F2P4,November,2019,Erodium cicutarium,+,2,v,
F2P4,November,2019,Lamium amplexicaule,1,4,v,
F2P4,November,2019,Lepidium campestre,+,1,v,remarks on last survey
F2P4,November,2019,Medicago minima,+,1,v,
F2P4,November,2019,Seseli osseum,r,2,v,
F2P4,November,2019,Teucrium chamaedrys,3,15,v,
F2P4,November,2019,Veronica praecox,r,1,v,
F2P4,November,2019,Veronica sublobata,+,1,s,
F2P5,November,2019,Acinos arvensis,+,1,v,
F2P5,November,2019,Arabis auriculata,+,2,v,
F2P5,November,2019,Arenaria serpyllifolia,+,1,v,
F2P5,November,2019,Boraginaceae,+,1,v,
F2P5,November,2019,Erodium cicutarium,+,2,v,
F2P5,November,2019,Koeleria macrantha,r,1,v,
F2P5,November,2019,Lamium amplexicaule,+,1,v,
F2P5,November,2019,Medicago minima,+,1,v,
F2P5,November,2019,Melica ciliata,+,6,v,
F2P5,November,2019,Teucrium chamaedrys,+,4,v,grew into
F2P5,November,2019,Veronica sublobata,+,1,s,
F2P5,November,2019,Viola saxatilis,r,1,v,
F2P6,November,2019,Acinos arvensis,+,2,v,
F2P6,November,2019,Arabis auriculata,r,1,v,
F2P6,November,2019,Arenaria serpyllifolia,1,2,v,
F2P6,November,2019,Bromus tectorum,+,3,v,winter ones merged with past year ones
F2P6,November,2019,Cerastium sp.,+,1,v,
F2P6,November,2019,Echium vulgare,+,2,v,0
F2P6,November,2019,Gagea pusilla,r,4,v,
F2P6,November,2019,Lamium amplexicaule,2a,4,v,
F2P6,November,2019,Teucrium chamaedrys,1,4,v,
F2P6,November,2019,Veronica praecox,+,1,s,
F2P6,November,2019,Veronica sublobata,+,1,v,
F3P1,November,2019,Acinos arvensis,r,1,v,
F3P1,November,2019,Alyssum alyssoides,2a,1,v,
F3P1,November,2019,Arenaria serpyllifolia,+,1,v,
F3P1,November,2019,Arrhenatherum elatius,1,5,v," (quadr 6, 1 individual)"
F3P1,November,2019,Centaurea stoebe,1,2,v,
F3P1,November,2019,Dianthus pontederae,+,2,v,
F3P1,November,2019,Gagea pusilla,r,3,v,
F3P1,November,2019,Koeleria macrantha,1,5,v,
F3P1,November,2019,Lamium amplexicaule,1,1,v,
F3P1,November,2019,Medicago minima,+,1,v,
F3P1,November,2019,Potentilla incana,1,3,v,
F3P1,November,2019,Verbascum lychnitis,+,1,v,
F3P1,November,2019,Veronica sublobata,+,1,s,
F3P2,November,2019,Allium flavum,r,2,v,
F3P2,November,2019,Alyssum alyssoides,+,1,v,
F3P2,November,2019,Arrhenatherum elatius,+,10,v,
F3P2,November,2019,Erysimum odoratum,+,2,v,
F3P2,November,2019,Festuca valesiaca,1,14,v,
F3P2,November,2019,Galium glaucum,+,3,v,
F3P2,November,2019,Medicago minima,+,1,v,
F3P2,November,2019,Potentilla incana,4,4,v,
F3P3,November,2019,Acinos arvensis,+,2,v,
F3P3,November,2019,Alyssum alyssoides,2a,2,v,
F3P3,November,2019,Arenaria serpyllifolia,+,1,v,
F3P3,November,2019,Arrhenatherum elatius,+,4,v,
F3P3,November,2019,Boraginaceae,r,2,v,or Inula ocu-chri
F3P3,November,2019,Bromus sp.,+,3,v,japonicus on last survey
F3P3,November,2019,Echium vulgare,1,2,v,0
F3P3,November,2019,Koeleria macrantha,+,3,v,
F3P3,November,2019,Lamium amplexicaule,+,2,v,
F3P3,November,2019,Medicago minima,+,1,v,
F3P3,November,2019,Melica ciliata,r,5,v,
F3P3,November,2019,Sedum album,1,3,v,
F3P3,November,2019,Taraxacum sect. Erythrosperma,+,1,v,
F3P3,November,2019,Verbascum lychnitis,+,2,v,
F3P3,November,2019,Veronica prostrata,+,2,v,
F3P4,November,2019,Acinos arvensis,+,15,fr,
F3P4,November,2019,Alyssum alyssoides,+,2,v,
F3P4,November,2019,Arenaria serpyllifolia,+,1,s,
F3P4,November,2019,Arrhenatherum elatius,+,10,v,
F3P4,November,2019,Bromus tectorum,+,5,v,"later considered as japonicus, why?"
F3P4,November,2019,Centaurea stoebe,1,4,v,
F3P4,November,2019,Erodium cicutarium,+,1,v,
F3P4,November,2019,Festuca valesiaca,+,4,v,
F3P4,November,2019,Galium verum ,+,2,v,
F3P4,November,2019,Melica ciliata,+,13,v,
F3P4,November,2019,Potentilla incana,1,5,v,
F3P4,November,2019,Sedum album,1,2,v,
F3P4,November,2019,Seseli osseum,+,3,s,
F3P4,November,2019,Teucrium chamaedrys,2b,12,v,
F3P4,November,2019,Veronica sublobata,+,1,v,
F3P5,November,2019,Acinos arvensis,+,1,v,
F3P5,November,2019,Alyssum alyssoides,1,2,v,
F3P5,November,2019,Alyssum montanum subsp. gmelinii,+,4,v,
F3P5,November,2019,Bromus japonicus,+,2,v,
F3P5,November,2019,Buglossoides incrassata,+,1,v,0
F3P5,November,2019,Erodium cicutarium,+,1,v,
F3P5,November,2019,Festuca valesiaca,+,3,v,
F3P5,November,2019,Gagea pusilla,+,4,v,
F3P5,November,2019,Lamium amplexicaule,+,1,v,
F3P5,November,2019,Medicago minima,+,3,v,
F3P5,November,2019,Melica ciliata,1,15,v,
F3P5,November,2019,Teucrium chamaedrys,+,2,v,
F3P5,November,2019,Veronica praecox,r,1,v,
F3P5,November,2019,Veronica sublobata,+,1,v,
F3P6,November,2019,Acinos arvensis,+,1,s,eaten in june
F3P6,November,2019,Alyssum alyssoides,1,1,v,
F3P6,November,2019,Arrhenatherum elatius,+,5,v,error with Koeleria (from FEB)
F3P6,November,2019,Boraginaceae,+,1,v,
F3P6,November,2019,Centaurea stoebe,1,1,v,
F3P6,November,2019,Dianthus pontederae,+,2,v,
F3P6,November,2019,Festuca valesiaca,2a,5,v,
F3P6,November,2019,Gagea pusilla,+,2,v,
F3P6,November,2019,Sedum album,2a,2,v,
F3P6,November,2019,Senecio vulgaris,+,2,v,
F3P6,November,2019,Taraxacum sect. Erythrosperma,+,1,v,
F3P6,November,2019,Veronica praecox,r,1,v,
F4P1,November,2019,Alyssum montanum subsp. gmelinii,+,1,v,remarks on last survey
F4P1,November,2019,Echium vulgare,2a,3,v,0
F4P1,November,2019,Erodium cicutarium,+,1,v,
F4P1,November,2019,Koeleria macrantha,2a,10,v,
F4P1,November,2019,Lamium amplexicaule,+,1,s,
F4P1,November,2019,Medicago minima,+,2,v,
F4P1,November,2019,Melica ciliata,+,5,v,
F4P1,November,2019,Potentilla incana,1,4,v,
F4P1,November,2019,Sedum album,2a,2,v,
F4P1,November,2019,Seseli osseum,+,4,v,
F4P1,November,2019,Teucrium chamaedrys,2a,8,v,
F4P1,November,2019,Veronica sublobata,+,1,s,
F4P2,November,2019,Alyssum alyssoides,+,1,s,
F4P2,November,2019,Arenaria serpyllifolia,+,1,s,
F4P2,November,2019,Boraginaceae,+,1,v,
F4P2,November,2019,Bromus sp.,+,5,v,
F4P2,November,2019,Centaurea stoebe,1,2,v,
F4P2,November,2019,Gagea pusilla,+,6,v,
F4P2,November,2019,Lamium amplexicaule,1,1,v,
F4P2,November,2019,Melica ciliata,+,15,v,
F4P2,November,2019,Teucrium chamaedrys,2b,7,v,
F4P2,November,2019,Veronica sublobata,+,1,v,
F4P3,November,2019,Alyssum alyssoides,+,1,v,
F4P3,November,2019,Arenaria serpyllifolia,+,1,v,
F4P3,November,2019,Boraginaceae,+,1,v,
F4P3,November,2019,Dianthus pontederae,+,2,v,
F4P3,November,2019,Erodium cicutarium,+,1,s,
F4P3,November,2019,Festuca valesiaca,+,6,v,
F4P3,November,2019,Lamium amplexicaule,+,1,v,
F4P3,November,2019,Medicago minima,+,1,v,
F4P3,November,2019,Phleum phleoides,1,4,v,
F4P3,November,2019,Seseli osseum,+,6,v,
F4P3,November,2019,Teucrium chamaedrys,2a,15,v,
F4P3,November,2019,Verbascum lychnitis,+,2,v,
F4P3,November,2019,Veronica sublobata,+,1,s,
F4P3,November,2019,Viola saxatilis,r,1,v,
F4P4,November,2019,Acinos arvensis,+,1,s,
F4P4,November,2019,Alyssum alyssoides,+,2,v,
F4P4,November,2019,Arenaria serpyllifolia,+,2,v,
F4P4,November,2019,Boraginaceae,+,2,v,
F4P4,November,2019,Cerastium sp.,+,1,s,
F4P4,November,2019,Dianthus pontederae,r,3,v,
F4P4,November,2019,Lamium amplexicaule,+,2,v,
F4P4,November,2019,Medicago minima,+,2,v,
F4P4,November,2019,Melica ciliata,+,10,v,
F4P4,November,2019,Poa bulbosa,+,6,v,
F4P4,November,2019,Sedum album,1,3,v,
F4P4,November,2019,Teucrium chamaedrys,2a,7,v,
F4P4,November,2019,Veronica praecox,+,1,s,
F4P4,November,2019,Veronica sublobata,+,1,s,
F4P5,November,2019,Alyssum alyssoides,+,1,v,
F4P5,November,2019,Arenaria serpyllifolia,+,1,v,
F4P5,November,2019,Bromus japonicus,+,8,v,
F4P5,November,2019,Echium vulgare,1,5,v,0
F4P5,November,2019,Erodium cicutarium,+,1,v,
F4P5,November,2019,Festuca valesiaca,r,2,v,
F4P5,November,2019,Lamium amplexicaule,2a,1,v,
F4P5,November,2019,Potentilla incana,1,2,v,
F4P5,November,2019,Teucrium chamaedrys,2a,10,v,
F4P5,November,2019,Veronica praecox,+,1,v,
F4P5,November,2019,Veronica sublobata,1,1,v,
F4P6,November,2019,Alyssum alyssoides,1,1,v,
F4P6,November,2019,Arenaria serpyllifolia,+,1,v,
F4P6,November,2019,Boraginaceae,1,1,v,lappula on least survey
F4P6,November,2019,Bromus japonicus,r,1,v,
F4P6,November,2019,Echium vulgare,2a,3,v,0
F4P6,November,2019,Festuca valesiaca,r,1,v,
F4P6,November,2019,Lamium amplexicaule,+,1,v,
F4P6,November,2019,Medicago minima,+,1,v,
F4P6,November,2019,Minuartia rubra,+,1,v,
F4P6,November,2019,Phleum phleoides,1,3,v,
F4P6,November,2019,Sedum album,2a,3,v,
F4P6,November,2019,Teucrium chamaedrys,2b,10,v,
F4P6,November,2019,Veronica verna,+,1,s,
F5P1,November,2019,Acinos arvensis,+,7,v,
F5P1,November,2019,Alyssum alyssoides,+,2,v,remarks on last survey
F5P1,November,2019,Arenaria serpyllifolia,+,1,v,
F5P1,November,2019,Boraginaceae,+,1,s,
F5P1,November,2019,Dianthus pontederae,+,2,v,
F5P1,November,2019,Phleum phleoides,1,3,v,
F5P1,November,2019,Potentilla incana,1,5,v,
F5P1,November,2019,Sedum album,2a,2,v,
F5P1,November,2019,Verbascum lychnitis,+,2,v,
F5P2,November,2019,Acinos arvensis,r,1,v,
F5P2,November,2019,Alyssum alyssoides,+,2,v,
F5P2,November,2019,Arenaria serpyllifolia,+,1,v,
F5P2,November,2019,Boraginaceae,1,1,v,
F5P2,November,2019,Brassicaceae,1,2,v,
F5P2,November,2019,Echium vulgare,2a,3,v,0
F5P2,November,2019,Gagea pusilla,+,2,v,
F5P2,November,2019,Lamium amplexicaule,1,3,v,
F5P2,November,2019,Medicago minima,+,1,v,
F5P2,November,2019,Melica ciliata,1,7,v,
F5P2,November,2019,Sedum album,1,2,v,
F5P2,November,2019,Teucrium chamaedrys,2b,8,v,
F5P3,November,2019,Acinos arvensis,+,1,s,
F5P3,November,2019,Alyssum alyssoides,+,1,v,
F5P3,November,2019,Arenaria serpyllifolia,+,1,v,
F5P3,November,2019,Bromus japonicus,+,3,v,
F5P3,November,2019,Cerastium sp.,+,1,v,
F5P3,November,2019,Dianthus pontederae,+,1,v,
F5P3,November,2019,Festuca csikhegyensis,1,5,v,
F5P3,November,2019,Koeleria macrantha,+,2,v,
F5P3,November,2019,Medicago minima,+,1,v,
F5P3,November,2019,Phleum phleoides,+,5,v,maybe includes also Melica
F5P3,November,2019,Potentilla incana,3,3,v,
F5P3,November,2019,Sedum album,1,2,v,
F5P3,November,2019,Seseli osseum,+,3,v,
F5P3,November,2019,Teucrium chamaedrys,2a,10,v,
F5P4,November,2019,Alyssum alyssoides,+,1,v,
F5P4,November,2019,Arenaria serpyllifolia,+,1,v,
F5P4,November,2019,Buglossoides incrassata,+,1,v,0
F5P4,November,2019,Festuca valesiaca,+,4,v,
F5P4,November,2019,Medicago minima,+,1,v,
F5P4,November,2019,Potentilla incana,2b,8,v,
F5P4,November,2019,Sedum album,2b,2,v,
F5P4,November,2019,Seseli osseum,r,1,v,
F5P4,November,2019,Taraxacum sect. Erythrosperma,+,1,v,
F5P4,November,2019,Teucrium chamaedrys,+,7,v,
F5P4,November,2019,Veronica praecox,+,1,v,
F5P4,November,2019,Veronica sublobata,+,1,s,
F5P5,November,2019,Acinos arvensis,+,1,v,
F5P5,November,2019,Alyssum alyssoides,+,1,v,
F5P5,November,2019,Arenaria serpyllifolia,+,2,s,
F5P5,November,2019,Boraginaceae,1,3,v,
F5P5,November,2019,Bromus japonicus,r,3,v,
F5P5,November,2019,Echium vulgare,1,5,v,0
F5P5,November,2019,Lamium amplexicaule,+,2,v,
F5P5,November,2019,Medicago minima,+,2,v,
F5P5,November,2019,Melica ciliata,+,8,v,
F5P5,November,2019,Minuartia rubra,+,4,v,
F5P5,November,2019,Potentilla incana,1,3,v,
F5P5,November,2019,Sedum album,+,3,v,
F5P6,November,2019,Acinos arvensis,+,1,v,
F5P6,November,2019,Alyssum alyssoides,+,2,v,
F5P6,November,2019,Boraginaceae,+,2,v,
F5P6,November,2019,Bromus japonicus,r,4,v,
F5P6,November,2019,Medicago minima,+,2,v,
F5P6,November,2019,Melica ciliata,1,15,v,
F5P6,November,2019,Potentilla incana,1,3,v,
F5P6,November,2019,Sedum album,1,3,v,
F5P6,November,2019,Verbascum lychnitis,1,3,v,
F6P1,November,2019,Acinos arvensis,+,1,v,
F6P1,November,2019,Allium flavum,r,7,s,
F6P1,November,2019,Arenaria serpyllifolia,+,1,v,
F6P1,November,2019,Bromus japonicus,r,1,v,
F6P1,November,2019,Echium vulgare,2a,6,v,
F6P1,November,2019,Erodium cicutarium,+,1,v,
F6P1,November,2019,Gagea pusilla,+,2,v,
F6P1,November,2019,Lamium amplexicaule,+,1,s,
F6P1,November,2019,Lepidium campestre,+,1,v,
F6P1,November,2019,Medicago minima,+,1,v,
F6P1,November,2019,Ranunculus illyricus,+,1,s,
F6P1,November,2019,Sedum album,2b,2,v,
F6P1,November,2019,Teucrium chamaedrys,1,4,v,
